dates     glaicer snow_cover sd t2m tp sden z sdor lsm pt
20130918: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20130919: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20130920: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20130921: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20130922: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20130923: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20130924: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20130925: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20130926: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20130927: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20130928: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20130929: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20130930: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20131001: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20131002: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20131003: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20131004: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20131005: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20131006: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20131007: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20131008: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20131009: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20131010: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20131011: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20131012: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20131013: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20131014: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20131015: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20131016: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20131017: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20131018: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20131019: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20131020: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20131021: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20131022: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20131023: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20131024: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20131025: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20131026: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20131027: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20131028: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20131029: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20131030: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20131031: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20131101: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20131102: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20131103: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20131104: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20131105: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20131106: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20131107: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20131108: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20131109: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20131110: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20131111: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20131112: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20131113: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20131114: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20131115: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20131116: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20131117: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20131118: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20131119: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20131120: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20131121: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20131122: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20131123: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20131124: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20131125: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20131126: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20131127: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20131128: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20131129: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20131130: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20131201: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20131202: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20131203: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20131204: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20131205: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20131206: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20131207: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20131208: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20131209: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20131210: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20131211: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20131212: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20131213: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20131214: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20131215: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20131216: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20131217: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20131218: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20131219: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20131220: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20131221: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20131222: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20131223: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20131224: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20131225: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20131226: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20131227: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20131228: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20131229: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20131230: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20131231: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140101: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140102: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140103: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140104: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140105: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140106: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140107: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140108: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140109: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140110: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140111: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140112: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140113: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140114: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140115: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140116: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140117: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140118: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140119: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140120: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140121: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140122: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140123: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140124: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140125: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140126: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140127: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140128: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140129: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140130: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140131: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140201: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140202: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140203: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140204: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140205: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140206: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140207: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140208: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140209: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140210: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140211: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140212: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140213: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140214: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140215: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140216: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140217: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140218: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140219: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140220: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140221: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140222: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140223: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140224: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140225: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140226: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140227: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140228: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140301: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140302: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140303: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140304: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140305: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140306: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140307: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140308: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140309: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140310: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140311: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140312: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140313: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140314: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140315: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140316: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140317: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140318: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140319: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140320: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140321: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140322: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140323: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140324: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140325: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140326: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140327: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140328: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140329: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140330: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140331: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140401: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140402: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140403: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140404: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140405: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140406: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140407: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140408: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140409: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140410: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140411: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140412: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140413: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140414: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140415: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140416: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140417: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140418: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140419: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140420: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140421: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140422: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140423: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140424: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140425: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140426: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140427: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140428: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140429: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140430: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140501: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140502: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140503: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140504: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140505: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140506: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140507: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140508: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140509: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140510: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140511: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140512: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140513: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140514: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140515: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140516: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140517: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140518: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140519: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140520: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140521: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140522: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140523: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140524: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140525: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140526: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140527: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140528: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140529: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140530: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140531: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140601: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140602: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140603: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140604: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140605: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140606: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140607: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140608: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140609: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140610: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140611: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140612: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140613: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140614: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140615: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140616: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140617: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140618: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140619: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140620: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140621: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140622: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140623: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140624: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140625: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140626: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140627: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140628: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140629: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140630: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140701: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140702: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140703: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140704: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140705: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140706: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140707: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140708: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140709: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140710: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140711: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140712: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140713: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140714: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140715: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140716: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140717: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140718: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140719: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140720: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140721: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140722: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140723: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140724: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140725: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140726: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140727: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140728: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140729: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140730: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140731: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140801: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140802: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140803: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140804: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140805: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140806: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140807: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140808: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140809: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140810: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140811: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140812: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140813: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140814: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140815: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140816: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140817: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140818: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140819: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140820: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140821: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140822: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140823: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140824: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140825: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140826: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140827: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140828: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140829: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140830: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140831: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140901: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140902: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140903: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140904: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140905: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140906: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140907: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140908: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140909: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140910: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140911: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140912: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140913: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140914: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140915: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140916: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140917: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140918: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140919: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140920: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140921: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140922: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140923: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140924: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140925: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140926: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140927: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140928: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140929: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20140930: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20141001: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20141002: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20141003: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20141004: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20141005: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20141006: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20141007: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20141008: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20141009: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20141010: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20141011: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20141012: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20141013: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20141014: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20141015: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20141016: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20141017: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20141018: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20141019: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20141020: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20141021: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
