dates/tags 1 2 3 4 5 6 7 8 9 10 11 12 
20120319 valid valid valid nah nah nah nah nah nah nah nah valid
20120320 valid valid valid nah nah nah nah nah nah nah nah valid
20120321 valid valid valid nah nah nah nah nah nah nah nah valid
20120322 valid valid valid nah nah nah nah nah nah nah nah valid
20120323 valid valid valid nah nah nah nah nah nah nah nah valid
20120324 valid valid valid nah nah nah nah nah nah nah nah valid
20120325 valid valid valid nah nah nah nah nah nah nah nah valid
20120326 valid valid valid nah nah nah nah nah nah nah nah valid
20120327 valid valid valid nah nah nah nah nah nah nah nah valid
20120328 valid valid valid nah nah nah nah nah nah nah nah valid
20120329 valid valid valid nah nah nah nah nah nah nah nah valid
20120330 valid valid valid nah nah nah nah nah nah nah nah nah
20120331 valid valid valid nah nah nah nah nah nah nah nah nah
20120401 valid valid valid valid nah nah nah nah nah nah nah nah
20120402 valid valid valid valid nah nah nah nah nah nah nah nah
20120403 valid valid valid valid nah nah nah nah nah nah nah nah
20120404 valid valid valid valid nah nah nah nah nah nah nah nah
20120405 valid valid valid valid nah nah nah nah nah nah nah nah
20120406 valid valid valid valid nah nah nah nah nah nah nah nah
20120407 valid valid valid valid nah nah nah nah nah nah nah nah
20120408 valid valid valid valid nah nah nah nah nah nah nah nah
20120409 valid valid valid valid nah nah nah nah nah nah nah nah
20120410 valid valid valid valid nah nah nah nah nah nah nah nah
20120411 valid valid valid valid nah nah nah nah nah nah nah nah
20120412 valid valid valid valid nah nah nah nah nah nah nah nah
20120413 valid valid valid valid nah nah nah nah nah nah nah nah
20120414 valid valid valid valid nah nah nah nah nah nah nah nah
20120415 valid valid valid valid nah nah nah nah nah nah nah nah
20120416 valid valid valid valid nah nah nah nah nah nah nah nah
20120417 valid valid valid valid nah nah nah nah nah nah nah nah
20120418 valid valid valid valid nah nah nah nah nah nah nah nah
20120419 valid valid valid valid nah nah nah nah nah nah nah nah
20120420 valid valid valid valid nah nah nah nah nah nah nah nah
20120421 valid valid valid valid nah nah nah nah nah nah nah nah
20120422 valid valid valid valid nah nah nah nah nah nah nah nah
20120423 valid valid valid valid nah nah nah nah nah nah nah nah
20120424 valid valid valid valid nah nah nah nah nah nah nah nah
20120425 valid valid valid valid nah nah nah nah nah nah nah nah
20120426 valid valid valid valid nah nah nah nah nah nah nah nah
20120427 valid valid valid valid nah nah nah nah nah nah nah nah
20120428 valid valid valid valid nah nah nah nah nah nah nah nah
20120429 valid valid valid valid nah nah nah nah nah nah nah nah
20120430 nah valid valid valid nah nah nah nah nah nah nah nah
20120501 nah valid valid valid valid nah nah nah nah nah nah nah
20120502 nah valid valid valid valid nah nah nah nah nah nah nah
20120503 nah valid valid valid valid nah nah nah nah nah nah nah
20120504 nah valid valid valid valid nah nah nah nah nah nah nah
20120505 nah valid valid valid valid nah nah nah nah nah nah nah
20120506 nah valid valid valid valid nah nah nah nah nah nah nah
20120507 nah valid valid valid valid nah nah nah nah nah nah nah
20120508 nah valid valid valid valid nah nah nah nah nah nah nah
20120509 nah valid valid valid valid nah nah nah nah nah nah nah
20120510 nah valid valid valid valid nah nah nah nah nah nah nah
20120511 nah valid valid valid valid nah nah nah nah nah nah nah
20120512 nah valid valid valid valid nah nah nah nah nah nah nah
20120513 nah valid valid valid valid nah nah nah nah nah nah nah
20120514 nah valid valid valid valid nah nah nah nah nah nah nah
20120515 nah valid valid valid valid nah nah nah nah nah nah nah
20120516 nah valid valid valid valid nah nah nah nah nah nah nah
20120517 nah valid valid valid valid nah nah nah nah nah nah nah
20120518 nah valid valid valid valid nah nah nah nah nah nah nah
20120519 nah valid valid valid valid nah nah nah nah nah nah nah
20120520 nah valid valid valid valid nah nah nah nah nah nah nah
20120521 nah valid valid valid valid nah nah nah nah nah nah nah
20120522 nah valid valid valid valid nah nah nah nah nah nah nah
20120523 nah valid valid valid valid nah nah nah nah nah nah nah
20120524 nah valid valid valid valid nah nah nah nah nah nah nah
20120525 nah valid valid valid valid nah nah nah nah nah nah nah
20120526 nah valid valid valid valid nah nah nah nah nah nah nah
20120527 nah valid valid valid valid nah nah nah nah nah nah nah
20120528 nah valid valid valid valid nah nah nah nah nah nah nah
20120529 nah valid valid valid valid nah nah nah nah nah nah nah
20120530 nah valid valid valid valid nah nah nah nah nah nah nah
20120531 nah nah valid valid valid nah nah nah nah nah nah nah
20120601 nah nah valid valid valid valid nah nah nah nah nah nah
20120602 nah nah valid valid valid valid nah nah nah nah nah nah
20120603 nah nah valid valid valid valid nah nah nah nah nah nah
20120604 nah nah valid valid valid valid nah nah nah nah nah nah
20120605 nah nah valid valid valid valid nah nah nah nah nah nah
20120606 nah nah valid valid valid valid nah nah nah nah nah nah
20120607 nah nah valid valid valid valid nah nah nah nah nah nah
20120608 nah nah valid valid valid valid nah nah nah nah nah nah
20120609 nah nah valid valid valid valid nah nah nah nah nah nah
20120610 nah nah valid valid valid valid nah nah nah nah nah nah
20120611 nah nah valid valid valid valid nah nah nah nah nah nah
20120612 nah nah valid valid valid valid nah nah nah nah nah nah
20120613 nah nah valid valid valid valid nah nah nah nah nah nah
20120614 nah nah valid valid valid valid nah nah nah nah nah nah
20120615 nah nah valid valid valid valid nah nah nah nah nah nah
20120616 nah nah valid valid valid valid nah nah nah nah nah nah
20120617 nah nah valid valid valid valid nah nah nah nah nah nah
20120618 nah nah valid valid valid valid nah nah nah nah nah nah
20120619 nah nah valid valid valid valid nah nah nah nah nah nah
20120620 nah nah valid valid valid valid nah nah nah nah nah nah
20120621 nah nah valid valid valid valid nah nah nah nah nah nah
20120622 nah nah valid valid valid valid nah nah nah nah nah nah
20120623 nah nah valid valid valid valid nah nah nah nah nah nah
20120624 nah nah valid valid valid valid nah nah nah nah nah nah
20120625 nah nah valid valid valid valid nah nah nah nah nah nah
20120626 nah nah valid valid valid valid nah nah nah nah nah nah
20120627 nah nah valid valid valid valid nah nah nah nah nah nah
20120628 nah nah valid valid valid valid nah nah nah nah nah nah
20120629 nah nah valid valid valid valid nah nah nah nah nah nah
20120630 nah nah valid valid valid valid nah nah nah nah nah nah
20120701 nah nah nah valid valid valid valid nah nah nah nah nah
20120702 nah nah nah valid valid valid valid nah nah nah nah nah
20120703 nah nah nah valid valid valid valid nah nah nah nah nah
20120704 nah nah nah valid valid valid valid nah nah nah nah nah
20120705 nah nah nah valid valid valid valid nah nah nah nah nah
20120706 nah nah nah valid valid valid valid nah nah nah nah nah
20120707 nah nah nah valid valid valid valid nah nah nah nah nah
20120708 nah nah nah valid valid valid valid nah nah nah nah nah
20120709 nah nah nah valid valid valid valid nah nah nah nah nah
20120710 nah nah nah valid valid valid valid nah nah nah nah nah
20120711 nah nah nah valid valid valid valid nah nah nah nah nah
20120712 nah nah nah valid valid valid valid nah nah nah nah nah
20120713 nah nah nah valid valid valid valid nah nah nah nah nah
20120714 nah nah nah valid valid valid valid nah nah nah nah nah
20120715 nah nah nah valid valid valid valid nah nah nah nah nah
20120716 nah nah nah valid valid valid valid nah nah nah nah nah
20120717 nah nah nah valid valid valid valid nah nah nah nah nah
20120718 nah nah nah valid valid valid valid nah nah nah nah nah
20120719 nah nah nah valid valid valid valid nah nah nah nah nah
20120720 nah nah nah valid valid valid valid nah nah nah nah nah
20120721 nah nah nah valid valid valid valid nah nah nah nah nah
20120722 nah nah nah valid valid valid valid nah nah nah nah nah
20120723 nah nah nah valid valid valid valid nah nah nah nah nah
20120724 nah nah nah valid valid valid valid nah nah nah nah nah
20120725 nah nah nah valid valid valid valid nah nah nah nah nah
20120726 nah nah nah valid valid valid valid nah nah nah nah nah
20120727 nah nah nah valid valid valid valid nah nah nah nah nah
20120728 nah nah nah valid valid valid valid nah nah nah nah nah
20120729 nah nah nah valid valid valid valid nah nah nah nah nah
20120730 nah nah nah valid valid valid valid nah nah nah nah nah
20120731 nah nah nah valid valid valid valid nah nah nah nah nah
20120801 nah nah nah nah valid valid valid valid nah nah nah nah
20120802 nah nah nah nah valid valid valid valid nah nah nah nah
20120803 nah nah nah nah valid valid valid valid nah nah nah nah
20120804 nah nah nah nah valid valid valid valid nah nah nah nah
20120805 nah nah nah nah valid valid valid valid nah nah nah nah
20120806 nah nah nah nah valid valid valid valid nah nah nah nah
20120807 nah nah nah nah valid valid valid valid nah nah nah nah
20120808 nah nah nah nah valid valid valid valid nah nah nah nah
20120809 nah nah nah nah valid valid valid valid nah nah nah nah
20120810 nah nah nah nah valid valid valid valid nah nah nah nah
20120811 nah nah nah nah valid valid valid valid nah nah nah nah
20120812 nah nah nah nah valid valid valid valid nah nah nah nah
20120813 nah nah nah nah valid valid valid valid nah nah nah nah
20120814 nah nah nah nah valid valid valid valid nah nah nah nah
20120815 nah nah nah nah valid valid valid valid nah nah nah nah
20120816 nah nah nah nah valid valid valid valid nah nah nah nah
20120817 nah nah nah nah valid valid valid valid nah nah nah nah
20120818 nah nah nah nah valid valid valid valid nah nah nah nah
20120819 nah nah nah nah valid valid valid valid nah nah nah nah
20120820 nah nah nah nah valid valid valid valid nah nah nah nah
20120821 nah nah nah nah valid valid valid valid nah nah nah nah
20120822 nah nah nah nah valid valid valid valid nah nah nah nah
20120823 nah nah nah nah valid valid valid valid nah nah nah nah
20120824 nah nah nah nah valid valid valid valid nah nah nah nah
20120825 nah nah nah nah valid valid valid valid nah nah nah nah
20120826 nah nah nah nah valid valid valid valid nah nah nah nah
20120827 nah nah nah nah valid valid valid valid nah nah nah nah
20120828 nah nah nah nah valid valid valid valid nah nah nah nah
20120829 nah nah nah nah valid valid valid valid nah nah nah nah
20120830 nah nah nah nah valid valid valid valid nah nah nah nah
20120831 nah nah nah nah valid valid valid valid nah nah nah nah
20120901 nah nah nah nah nah valid valid valid valid nah nah nah
20120902 nah nah nah nah nah valid valid valid valid nah nah nah
20120903 nah nah nah nah nah valid valid valid valid nah nah nah
20120904 nah nah nah nah nah valid valid valid valid nah nah nah
20120905 nah nah nah nah nah valid valid valid valid nah nah nah
20120906 nah nah nah nah nah valid valid valid valid nah nah nah
20120907 nah nah nah nah nah valid valid valid valid nah nah nah
20120908 nah nah nah nah nah valid valid valid valid nah nah nah
20120909 nah nah nah nah nah valid valid valid valid nah nah nah
20120910 nah nah nah nah nah valid valid valid valid nah nah nah
20120911 nah nah nah nah nah valid valid valid valid nah nah nah
20120912 nah nah nah nah nah valid valid valid valid nah nah nah
20120913 nah nah nah nah nah valid valid valid valid nah nah nah
20120914 nah nah nah nah nah valid valid valid valid nah nah nah
20120915 nah nah nah nah nah valid valid valid valid nah nah nah
20120916 nah nah nah nah nah valid valid valid valid nah nah nah
20120917 nah nah nah nah nah valid valid valid valid nah nah nah
20120918 nah nah nah nah nah valid valid valid valid nah nah nah
20120919 nah nah nah nah nah valid valid valid valid nah nah nah
20120920 nah nah nah nah nah valid valid valid valid nah nah nah
20120921 nah nah nah nah nah valid valid valid valid nah nah nah
20120922 nah nah nah nah nah valid valid valid valid nah nah nah
20120923 nah nah nah nah nah valid valid valid valid nah nah nah
20120924 nah nah nah nah nah valid valid valid valid nah nah nah
20120925 nah nah nah nah nah valid valid valid valid nah nah nah
20120926 nah nah nah nah nah valid valid valid valid nah nah nah
20120927 nah nah nah nah nah valid valid valid valid nah nah nah
20120928 nah nah nah nah nah valid valid valid valid nah nah nah
20120929 nah nah nah nah nah valid valid valid valid nah nah nah
20120930 nah nah nah nah nah valid valid valid valid nah nah nah
20121001 nah nah nah nah nah nah valid valid valid valid nah nah
20121002 nah nah nah nah nah nah valid valid valid valid nah nah
20121003 nah nah nah nah nah nah valid valid valid valid nah nah
20121004 nah nah nah nah nah nah valid valid valid valid nah nah
20121005 nah nah nah nah nah nah valid valid valid valid nah nah
20121006 nah nah nah nah nah nah valid valid valid valid nah nah
20121007 nah nah nah nah nah nah valid valid valid valid nah nah
20121008 nah nah nah nah nah nah valid valid valid valid nah nah
20121009 nah nah nah nah nah nah valid valid valid valid nah nah
20121010 nah nah nah nah nah nah valid valid valid valid nah nah
20121011 nah nah nah nah nah nah valid valid valid valid nah nah
20121012 nah nah nah nah nah nah valid valid valid valid nah nah
20121013 nah nah nah nah nah nah valid valid valid valid nah nah
20121014 nah nah nah nah nah nah valid valid valid valid nah nah
20121015 nah nah nah nah nah nah valid valid valid valid nah nah
20121016 nah nah nah nah nah nah valid valid valid valid nah nah
20121017 nah nah nah nah nah nah valid valid valid valid nah nah
20121018 nah nah nah nah nah nah valid valid valid valid nah nah
20121019 nah nah nah nah nah nah valid valid valid valid nah nah
20121020 nah nah nah nah nah nah valid valid valid valid nah nah
20121021 nah nah nah nah nah nah valid valid valid valid nah nah
20121022 nah nah nah nah nah nah valid valid valid valid nah nah
20121023 nah nah nah nah nah nah valid valid valid valid nah nah
20121024 nah nah nah nah nah nah valid valid valid valid nah nah
20121025 nah nah nah nah nah nah valid valid valid valid nah nah
20121026 nah nah nah nah nah nah valid valid valid valid nah nah
20121027 nah nah nah nah nah nah valid valid valid valid nah nah
20121028 nah nah nah nah nah nah valid valid valid valid nah nah
20121029 nah nah nah nah nah nah valid valid valid valid nah nah
20121030 nah nah nah nah nah nah valid valid valid valid nah nah
20121031 nah nah nah nah nah nah valid valid valid valid nah nah
20121101 nah nah nah nah nah nah nah valid valid valid valid nah
20121102 nah nah nah nah nah nah nah valid valid valid valid nah
20121103 nah nah nah nah nah nah nah valid valid valid valid nah
20121104 nah nah nah nah nah nah nah valid valid valid valid nah
20121105 nah nah nah nah nah nah nah valid valid valid valid nah
20121106 nah nah nah nah nah nah nah valid valid valid valid nah
20121107 nah nah nah nah nah nah nah valid valid valid valid nah
20121108 nah nah nah nah nah nah nah valid valid valid valid nah
20121109 nah nah nah nah nah nah nah valid valid valid valid nah
20121110 nah nah nah nah nah nah nah valid valid valid valid nah
20121111 nah nah nah nah nah nah nah valid valid valid valid nah
20121112 nah nah nah nah nah nah nah valid valid valid valid nah
20121113 nah nah nah nah nah nah nah valid valid valid valid nah
20121114 nah nah nah nah nah nah nah valid valid valid valid nah
20121115 nah nah nah nah nah nah nah valid valid valid valid nah
20121116 nah nah nah nah nah nah nah valid valid valid valid nah
20121117 nah nah nah nah nah nah nah valid valid valid valid nah
20121118 nah nah nah nah nah nah nah valid valid valid valid nah
20121119 nah nah nah nah nah nah nah valid valid valid valid nah
20121120 nah nah nah nah nah nah nah valid valid valid valid nah
20121121 nah nah nah nah nah nah nah valid valid valid valid nah
20121122 nah nah nah nah nah nah nah valid valid valid valid nah
20121123 nah nah nah nah nah nah nah valid valid valid valid nah
20121124 nah nah nah nah nah nah nah valid valid valid valid nah
20121125 nah nah nah nah nah nah nah valid valid valid valid nah
20121126 nah nah nah nah nah nah nah valid valid valid valid nah
20121127 nah nah nah nah nah nah nah valid valid valid valid nah
20121128 nah nah nah nah nah nah nah valid valid valid valid nah
20121129 nah nah nah nah nah nah nah valid valid valid valid nah
20121130 nah nah nah nah nah nah nah valid valid valid valid nah
20121201 nah nah nah nah nah nah nah nah valid valid valid valid
20121202 nah nah nah nah nah nah nah nah valid valid valid valid
20121203 nah nah nah nah nah nah nah nah valid valid valid valid
20121204 nah nah nah nah nah nah nah nah valid valid valid valid
20121205 nah nah nah nah nah nah nah nah valid valid valid valid
20121206 nah nah nah nah nah nah nah nah valid valid valid valid
20121207 nah nah nah nah nah nah nah nah valid valid valid valid
20121208 nah nah nah nah nah nah nah nah valid valid valid valid
20121209 nah nah nah nah nah nah nah nah valid valid valid valid
20121210 nah nah nah nah nah nah nah nah valid valid valid valid
20121211 nah nah nah nah nah nah nah nah valid valid valid valid
20121212 nah nah nah nah nah nah nah nah valid valid valid valid
20121213 nah nah nah nah nah nah nah nah valid valid valid valid
20121214 nah nah nah nah nah nah nah nah valid valid valid valid
20121215 nah nah nah nah nah nah nah nah valid valid valid valid
20121216 nah nah nah nah nah nah nah nah valid valid valid valid
20121217 nah nah nah nah nah nah nah nah valid valid valid valid
20121218 nah nah nah nah nah nah nah nah valid valid valid valid
20121219 nah nah nah nah nah nah nah nah valid valid valid valid
20121220 nah nah nah nah nah nah nah nah valid valid valid valid
20121221 nah nah nah nah nah nah nah nah valid valid valid valid
20121222 nah nah nah nah nah nah nah nah valid valid valid valid
20121223 nah nah nah nah nah nah nah nah valid valid valid valid
20121224 nah nah nah nah nah nah nah nah valid valid valid valid
20121225 nah nah nah nah nah nah nah nah valid valid valid valid
20121226 nah nah nah nah nah nah nah nah valid valid valid valid
20121227 nah nah nah nah nah nah nah nah valid valid valid valid
20121228 nah nah nah nah nah nah nah nah valid valid valid valid
20121229 nah nah nah nah nah nah nah nah valid valid valid valid
20121230 nah nah nah nah nah nah nah nah valid valid valid valid
20121231 nah nah nah nah nah nah nah nah valid valid valid valid
20130101 valid nah nah nah nah nah nah nah nah valid valid valid
20130102 valid nah nah nah nah nah nah nah nah valid valid valid
20130103 valid nah nah nah nah nah nah nah nah valid valid valid
20130104 valid nah nah nah nah nah nah nah nah valid valid valid
20130105 valid nah nah nah nah nah nah nah nah valid valid valid
20130106 valid nah nah nah nah nah nah nah nah valid valid valid
20130107 valid nah nah nah nah nah nah nah nah valid valid valid
20130108 valid nah nah nah nah nah nah nah nah valid valid valid
20130109 valid nah nah nah nah nah nah nah nah valid valid valid
20130110 valid nah nah nah nah nah nah nah nah valid valid valid
20130111 valid nah nah nah nah nah nah nah nah valid valid valid
20130112 valid nah nah nah nah nah nah nah nah valid valid valid
20130113 valid nah nah nah nah nah nah nah nah valid valid valid
20130114 valid nah nah nah nah nah nah nah nah valid valid valid
20130115 valid nah nah nah nah nah nah nah nah valid valid valid
20130116 valid nah nah nah nah nah nah nah nah valid valid valid
20130117 valid nah nah nah nah nah nah nah nah valid valid valid
20130118 valid nah nah nah nah nah nah nah nah valid valid valid
20130119 valid nah nah nah nah nah nah nah nah valid valid valid
20130120 valid nah nah nah nah nah nah nah nah valid valid valid
20130121 valid nah nah nah nah nah nah nah nah valid valid valid
20130122 valid nah nah nah nah nah nah nah nah valid valid valid
20130123 valid nah nah nah nah nah nah nah nah valid valid valid
20130124 valid nah nah nah nah nah nah nah nah valid valid valid
20130125 valid nah nah nah nah nah nah nah nah valid valid valid
20130126 valid nah nah nah nah nah nah nah nah valid valid valid
20130127 valid nah nah nah nah nah nah nah nah valid valid valid
20130128 valid nah nah nah nah nah nah nah nah valid valid valid
20130129 valid nah nah nah nah nah nah nah nah valid valid valid
20130130 valid nah nah nah nah nah nah nah nah valid valid valid
20130131 valid nah nah nah nah nah nah nah nah nah valid valid
20130201 valid valid nah nah nah nah nah nah nah nah valid valid
20130202 valid valid nah nah nah nah nah nah nah nah valid valid
20130203 valid valid nah nah nah nah nah nah nah nah valid valid
20130204 valid valid nah nah nah nah nah nah nah nah valid valid
20130205 valid valid nah nah nah nah nah nah nah nah valid valid
20130206 valid valid nah nah nah nah nah nah nah nah valid valid
20130207 valid valid nah nah nah nah nah nah nah nah valid valid
20130208 valid valid nah nah nah nah nah nah nah nah valid valid
20130209 valid valid nah nah nah nah nah nah nah nah valid valid
20130210 valid valid nah nah nah nah nah nah nah nah valid valid
20130211 valid valid nah nah nah nah nah nah nah nah valid valid
20130212 valid valid nah nah nah nah nah nah nah nah valid valid
20130213 valid valid nah nah nah nah nah nah nah nah valid valid
20130214 valid valid nah nah nah nah nah nah nah nah valid valid
20130215 valid valid nah nah nah nah nah nah nah nah valid valid
20130216 valid valid nah nah nah nah nah nah nah nah valid valid
20130217 valid valid nah nah nah nah nah nah nah nah valid valid
20130218 valid valid nah nah nah nah nah nah nah nah valid valid
20130219 valid valid nah nah nah nah nah nah nah nah valid valid
20130220 valid valid nah nah nah nah nah nah nah nah valid valid
20130221 valid valid nah nah nah nah nah nah nah nah valid valid
20130222 valid valid nah nah nah nah nah nah nah nah valid valid
20130223 valid valid nah nah nah nah nah nah nah nah valid valid
20130224 valid valid nah nah nah nah nah nah nah nah valid valid
20130225 valid valid nah nah nah nah nah nah nah nah valid valid
20130226 valid valid nah nah nah nah nah nah nah nah valid valid
20130227 valid valid nah nah nah nah nah nah nah nah valid valid
20130228 valid valid nah nah nah nah nah nah nah nah nah valid
20130301 valid valid valid nah nah nah nah nah nah nah nah valid
20130302 valid valid valid nah nah nah nah nah nah nah nah valid
20130303 valid valid valid nah nah nah nah nah nah nah nah valid
20130304 valid valid valid nah nah nah nah nah nah nah nah valid
20130305 valid valid valid nah nah nah nah nah nah nah nah valid
20130306 valid valid valid nah nah nah nah nah nah nah nah valid
20130307 valid valid valid nah nah nah nah nah nah nah nah valid
20130308 valid valid valid nah nah nah nah nah nah nah nah valid
20130309 valid valid valid nah nah nah nah nah nah nah nah valid
20130310 valid valid valid nah nah nah nah nah nah nah nah valid
20130311 valid valid valid nah nah nah nah nah nah nah nah valid
20130312 valid valid valid nah nah nah nah nah nah nah nah valid
20130313 valid valid valid nah nah nah nah nah nah nah nah valid
20130314 valid valid valid nah nah nah nah nah nah nah nah valid
20130315 valid valid valid nah nah nah nah nah nah nah nah valid
20130316 valid valid valid nah nah nah nah nah nah nah nah valid
20130317 valid valid valid nah nah nah nah nah nah nah nah valid
20130318 valid valid valid nah nah nah nah nah nah nah nah valid
20130319 valid valid valid nah nah nah nah nah nah nah nah valid
20130320 valid valid valid nah nah nah nah nah nah nah nah valid
20130321 valid valid valid nah nah nah nah nah nah nah nah valid
20130322 valid valid valid nah nah nah nah nah nah nah nah valid
20130323 valid valid valid nah nah nah nah nah nah nah nah valid
20130324 valid valid valid nah nah nah nah nah nah nah nah valid
20130325 valid valid valid nah nah nah nah nah nah nah nah valid
20130326 valid valid valid nah nah nah nah nah nah nah nah valid
20130327 valid valid valid nah nah nah nah nah nah nah nah valid
20130328 valid valid valid nah nah nah nah nah nah nah nah valid
20130329 valid valid valid nah nah nah nah nah nah nah nah valid
20130330 valid valid valid nah nah nah nah nah nah nah nah valid
20130331 valid valid valid nah nah nah nah nah nah nah nah nah
20130401 valid valid valid valid nah nah nah nah nah nah nah nah
20130402 valid valid valid valid nah nah nah nah nah nah nah nah
20130403 valid valid valid valid nah nah nah nah nah nah nah nah
20130404 valid valid valid valid nah nah nah nah nah nah nah nah
20130405 valid valid valid valid nah nah nah nah nah nah nah nah
20130406 valid valid valid valid nah nah nah nah nah nah nah nah
20130407 valid valid valid valid nah nah nah nah nah nah nah nah
20130408 valid valid valid valid nah nah nah nah nah nah nah nah
20130409 valid valid valid valid nah nah nah nah nah nah nah nah
20130410 valid valid valid valid nah nah nah nah nah nah nah nah
20130411 valid valid valid valid nah nah nah nah nah nah nah nah
20130412 valid valid valid valid nah nah nah nah nah nah nah nah
20130413 valid valid valid valid nah nah nah nah nah nah nah nah
20130414 valid valid valid valid nah nah nah nah nah nah nah nah
20130415 valid valid valid valid nah nah nah nah nah nah nah nah
20130416 valid valid valid valid nah nah nah nah nah nah nah nah
20130417 valid valid valid valid nah nah nah nah nah nah nah nah
20130418 valid valid valid valid nah nah nah nah nah nah nah nah
20130419 valid valid valid valid nah nah nah nah nah nah nah nah
20130420 valid valid valid valid nah nah nah nah nah nah nah nah
20130421 valid valid valid valid nah nah nah nah nah nah nah nah
20130422 valid valid valid valid nah nah nah nah nah nah nah nah
20130423 valid valid valid valid nah nah nah nah nah nah nah nah
20130424 valid valid valid valid nah nah nah nah nah nah nah nah
20130425 valid valid valid valid nah nah nah nah nah nah nah nah
20130426 valid valid valid valid nah nah nah nah nah nah nah nah
20130427 valid valid valid valid nah nah nah nah nah nah nah nah
20130428 valid valid valid valid nah nah nah nah nah nah nah nah
20130429 valid valid valid valid nah nah nah nah nah nah nah nah
20130430 valid valid valid valid nah nah nah nah nah nah nah nah
20130501 nah valid valid valid valid nah nah nah nah nah nah nah
20130502 nah valid valid valid valid nah nah nah nah nah nah nah
20130503 nah valid valid valid valid nah nah nah nah nah nah nah
20130504 nah valid valid valid valid nah nah nah nah nah nah nah
20130505 nah valid valid valid valid nah nah nah nah nah nah nah
20130506 nah valid valid valid valid nah nah nah nah nah nah nah
20130507 nah valid valid valid valid nah nah nah nah nah nah nah
20130508 nah valid valid valid valid nah nah nah nah nah nah nah
20130509 nah valid valid valid valid nah nah nah nah nah nah nah
20130510 nah valid valid valid valid nah nah nah nah nah nah nah
20130511 nah valid valid valid valid nah nah nah nah nah nah nah
20130512 nah valid valid valid valid nah nah nah nah nah nah nah
20130513 nah valid valid valid valid nah nah nah nah nah nah nah
20130514 nah valid valid valid valid nah nah nah nah nah nah nah
20130515 nah valid valid valid valid nah nah nah nah nah nah nah
20130516 nah valid valid valid valid nah nah nah nah nah nah nah
20130517 nah valid valid valid valid nah nah nah nah nah nah nah
20130518 nah valid valid valid valid nah nah nah nah nah nah nah
20130519 nah valid valid valid valid nah nah nah nah nah nah nah
20130520 nah valid valid valid valid nah nah nah nah nah nah nah
20130521 nah valid valid valid valid nah nah nah nah nah nah nah
20130522 nah valid valid valid valid nah nah nah nah nah nah nah
20130523 nah valid valid valid valid nah nah nah nah nah nah nah
20130524 nah valid valid valid valid nah nah nah nah nah nah nah
20130525 nah valid valid valid valid nah nah nah nah nah nah nah
20130526 nah valid valid valid valid nah nah nah nah nah nah nah
20130527 nah valid valid valid valid nah nah nah nah nah nah nah
20130528 nah valid valid valid valid nah nah nah nah nah nah nah
20130529 nah valid valid valid valid nah nah nah nah nah nah nah
20130530 nah valid valid valid valid nah nah nah nah nah nah nah
20130531 nah valid valid valid valid nah nah nah nah nah nah nah
20130601 nah nah valid valid valid valid nah nah nah nah nah nah
20130602 nah nah valid valid valid valid nah nah nah nah nah nah
20130603 nah nah valid valid valid valid nah nah nah nah nah nah
20130604 nah nah valid valid valid valid nah nah nah nah nah nah
20130605 nah nah valid valid valid valid nah nah nah nah nah nah
20130606 nah nah valid valid valid valid nah nah nah nah nah nah
20130607 nah nah valid valid valid valid nah nah nah nah nah nah
20130608 nah nah valid valid valid valid nah nah nah nah nah nah
20130609 nah nah valid valid valid valid nah nah nah nah nah nah
20130610 nah nah valid valid valid valid nah nah nah nah nah nah
20130611 nah nah valid valid valid valid nah nah nah nah nah nah
20130612 nah nah valid valid valid valid nah nah nah nah nah nah
20130613 nah nah valid valid valid valid nah nah nah nah nah nah
20130614 nah nah valid valid valid valid nah nah nah nah nah nah
20130615 nah nah valid valid valid valid nah nah nah nah nah nah
20130616 nah nah valid valid valid valid nah nah nah nah nah nah
20130617 nah nah valid valid valid valid nah nah nah nah nah nah
20130618 nah nah valid valid valid valid nah nah nah nah nah nah
20130619 nah nah valid valid valid valid nah nah nah nah nah nah
20130620 nah nah valid valid valid valid nah nah nah nah nah nah
20130621 nah nah valid valid valid valid nah nah nah nah nah nah
20130622 nah nah valid valid valid valid nah nah nah nah nah nah
20130623 nah nah valid valid valid valid nah nah nah nah nah nah
20130624 nah nah valid valid valid valid nah nah nah nah nah nah
20130625 nah nah valid valid valid valid nah nah nah nah nah nah
20130626 nah nah valid valid valid valid nah nah nah nah nah nah
20130627 nah nah valid valid valid valid nah nah nah nah nah nah
20130628 nah nah valid valid valid valid nah nah nah nah nah nah
20130629 nah nah valid valid valid valid nah nah nah nah nah nah
20130630 nah nah valid valid valid valid nah nah nah nah nah nah
20130701 nah nah nah valid valid valid valid nah nah nah nah nah
20130702 nah nah nah valid valid valid valid nah nah nah nah nah
20130703 nah nah nah valid valid valid valid nah nah nah nah nah
20130704 nah nah nah valid valid valid valid nah nah nah nah nah
20130705 nah nah nah valid valid valid valid nah nah nah nah nah
20130706 nah nah nah valid valid valid valid nah nah nah nah nah
20130707 nah nah nah valid valid valid valid nah nah nah nah nah
20130708 nah nah nah valid valid valid valid nah nah nah nah nah
20130709 nah nah nah valid valid valid valid nah nah nah nah nah
20130710 nah nah nah valid valid valid valid nah nah nah nah nah
20130711 nah nah nah valid valid valid valid nah nah nah nah nah
20130712 nah nah nah valid valid valid valid nah nah nah nah nah
